COD_ESTABELECIMENTO,COD_MCC,NOME_ESTABELECIMENTO,CIDADE_ESTABELECIMENTO,TRANSACAO_COM_CHIP,FREQ_TRANSACAO,MCC_CODE,MCC_DESCRIPTION,NOME_MCC,COD_CATEGORIA
9580257475,7011,HOTEL LUZERNERHOF AG,LUZERN,S,1,7011.0,"HOTEIS, POUSADAS, ETC","HOTEL LUZERNERHOF AG HOTEIS, POUSADAS, ETC",0
9522794981,7011,MERCURE PARMA STENDHAL,PARMA,N,1,7011.0,"HOTEIS, POUSADAS, ETC","MERCURE PARMA STENDHAL HOTEIS, POUSADAS, ETC",0
139597,7011,ALPINO HOTEL,BARRIO NORTE,N,4,7011.0,"HOTEIS, POUSADAS, ETC","ALPINO HOTEL HOTEIS, POUSADAS, ETC",0
8704380807,7011,MAX SAVASSI APART,BELO HORIZONT,S,31,7011.0,"HOTEIS, POUSADAS, ETC","MAX SAVASSI APART HOTEIS, POUSADAS, ETC",0
304548400008002,7011,HOTEL SAVOIA & JOLAND 332,VENEZIA,N,1,7011.0,"HOTEIS, POUSADAS, ETC","HOTEL SAVOIA & JOLAND 332 HOTEIS, POUSADAS, ETC",0
151635194,7011,HOTEL CERVO ZERMATT,ZERMATT,N,1,7011.0,"HOTEIS, POUSADAS, ETC","HOTEL CERVO ZERMATT HOTEIS, POUSADAS, ETC",0
2622971,7011,POUSADA DOS SONHOS,FLORIANOPOLIS,N,24,7011.0,"HOTEIS, POUSADAS, ETC","POUSADA DOS SONHOS HOTEIS, POUSADAS, ETC",0
8731372389,7011,COMFORT SUITES OSCAR F,SAO PAULO,S,38,7011.0,"HOTEIS, POUSADAS, ETC","COMFORT SUITES OSCAR F HOTEIS, POUSADAS, ETC",0
75120878000108,7011,TAJ LAKE PALACE FO-GPR,UDAIPUR,N,1,7011.0,"HOTEIS, POUSADAS, ETC","TAJ LAKE PALACE FO-GPR HOTEIS, POUSADAS, ETC",0
8671457257,7011,MARCIO SOSSIO POUSADA ME,SANTO ANTONIO,S,1,7011.0,"HOTEIS, POUSADAS, ETC","MARCIO SOSSIO POUSADA ME HOTEIS, POUSADAS, ETC",0
486217,7011,VICTORY BUSINESS HOTEL,JUIZ DE FORA,N,18,7011.0,"HOTEIS, POUSADAS, ETC","VICTORY BUSINESS HOTEL HOTEIS, POUSADAS, ETC",0
21-8032226238,3816,HOMES TO SUITES BY HILTON,850-6503500,N,1,3816.0,HOME2 SUITES BY HILTON,HOMES TO SUITES BY HILTON HOME2 SUITES BY HILTON,0
4562231816,7011,TERRA MATER HOTEL,PORTO SEGURO,S,1,7011.0,"HOTEIS, POUSADAS, ETC","TERRA MATER HOTEL HOTEIS, POUSADAS, ETC",0
9508493541,7011,RHEINISCHER HOF,BAD SODEN,S,1,7011.0,"HOTEIS, POUSADAS, ETC","RHEINISCHER HOF HOTEIS, POUSADAS, ETC",0
9919134809,7011,POUSADA R FALCOES,NOVA FRIBURGO,S,1,7011.0,"HOTEIS, POUSADAS, ETC","POUSADA R FALCOES HOTEIS, POUSADAS, ETC",0
3349810,7011,HOTEL COLON PALACE,JOINVILLE,S,7,7011.0,"HOTEIS, POUSADAS, ETC","HOTEL COLON PALACE HOTEIS, POUSADAS, ETC",0
9830355517,7011,IBIS TOKYO SHINJUKU -SHIN, ,S,1,7011.0,"HOTEIS, POUSADAS, ETC","IBIS TOKYO SHINJUKU -SHIN HOTEIS, POUSADAS, ETC",0
2116090,7011,POUSADA CASABLANCA,ABRAAO,S,12,7011.0,"HOTEIS, POUSADAS, ETC","POUSADA CASABLANCA HOTEIS, POUSADAS, ETC",0
48614360,7011,HOTEL TADINI,STA R SAPUCAI,N,2,7011.0,"HOTEIS, POUSADAS, ETC","HOTEL TADINI HOTEIS, POUSADAS, ETC",0
67820,7011,HOTEL DO PARQUE,BRAGA,N,1,7011.0,"HOTEIS, POUSADAS, ETC","HOTEL DO PARQUE HOTEIS, POUSADAS, ETC",0
1097939810,7011,J P NAVARRO POUSADA,ILHA GRANDE,N,2,7011.0,"HOTEIS, POUSADAS, ETC","J P NAVARRO POUSADA HOTEIS, POUSADAS, ETC",0
1005160152,7011,HOTEL PORTAL DA AMAZON,VARZEA GRANDE,S,1,7011.0,"HOTEIS, POUSADAS, ETC","HOTEL PORTAL DA AMAZON HOTEIS, POUSADAS, ETC",0
8709900880,7011,POUSADA DAS PAPOU,GRAMADO,N,3,7011.0,"HOTEIS, POUSADAS, ETC","POUSADA DAS PAPOU HOTEIS, POUSADAS, ETC",0
1098600604,7011,POSH SOUTH BEACH HOSTEL 0,MIAMI BEACH,S,1,7011.0,"HOTEIS, POUSADAS, ETC","POSH SOUTH BEACH HOSTEL 0 HOTEIS, POUSADAS, ETC",0
8737762591,7011,KALUFF HOTEL,ITABORAI,S,1,7011.0,"HOTEIS, POUSADAS, ETC","KALUFF HOTEL HOTEIS, POUSADAS, ETC",0
1026773501,3533,FLEX HOTELARIA,FLORIANOPOLIS,N,47,3533.0,HOTEL IBIS,FLEX HOTELARIA HOTEL IBIS,0
9420207185,7011,TONY'S HOUSE HOTEL LTD 30,LONDON,S,1,7011.0,"HOTEIS, POUSADAS, ETC","TONY'S HOUSE HOTEL LTD 30 HOTEIS, POUSADAS, ETC",0
535354060123205,7011,ABAE HOTEL,MIAMI BEACH,N,1,7011.0,"HOTEIS, POUSADAS, ETC","ABAE HOTEL HOTEIS, POUSADAS, ETC",0
8709931349,7011,POUSADA SERRANO,CAMPOS DO JOR,N,1,7011.0,"HOTEIS, POUSADAS, ETC","POUSADA SERRANO HOTEIS, POUSADAS, ETC",0
1028021329,7011,HOTEL GAVEA,MURIAE,S,12,7011.0,"HOTEIS, POUSADAS, ETC","HOTEL GAVEA HOTEIS, POUSADAS, ETC",0
68819722,7011,POUSADA PERAINDA LTDA,TRANCOSO,N,3,7011.0,"HOTEIS, POUSADAS, ETC","POUSADA PERAINDA LTDA HOTEIS, POUSADAS, ETC",0
1675917,7011,POUSADA SOLSTICIO DE V,PARATI,N,3,7011.0,"HOTEIS, POUSADAS, ETC","POUSADA SOLSTICIO DE V HOTEIS, POUSADAS, ETC",0
205520101,7011,HOTEL MILANO,PUNTA DEL EST,N,1,7011.0,"HOTEIS, POUSADAS, ETC","HOTEL MILANO HOTEIS, POUSADAS, ETC",0
296012,7011,HOTEL COLUMBUS,ROMA,N,1,7011.0,"HOTEIS, POUSADAS, ETC","HOTEL COLUMBUS HOTEIS, POUSADAS, ETC",0
216204171999277,8999,PAYPAL STUDIOSUITE,4029357733,N,1,8999.0,SERVICOS PROFISSIONAIS NAO RELACIONADOS,PAYPAL STUDIOSUITE SERVICOS PROFISSIONAIS NAO RELACIONADOS,0
9580218931,7011,HOTEL SPINNE,GRINDELWALD,S,1,7011.0,"HOTEIS, POUSADAS, ETC","HOTEL SPINNE HOTEIS, POUSADAS, ETC",0
1065584,7011,POUSADA ALENTEJANO ITA,UBATUBA,S,1,7011.0,"HOTEIS, POUSADAS, ETC","POUSADA ALENTEJANO ITA HOTEIS, POUSADAS, ETC",0
8715969325,7011,HILTON BARRA RIO,RIO DE JANEIR,N,35,7011.0,"HOTEIS, POUSADAS, ETC","HILTON BARRA RIO HOTEIS, POUSADAS, ETC",0
1557040,7011,HOTEL CULLINAN,BRASILIA,N,132,7011.0,"HOTEIS, POUSADAS, ETC","HOTEL CULLINAN HOTEIS, POUSADAS, ETC",0
84485772,7011,BEVERLY HILLS HOTEL,BRUXELLES,N,1,7011.0,"HOTEIS, POUSADAS, ETC","BEVERLY HILLS HOTEL HOTEIS, POUSADAS, ETC",0
9080163652,7011,NOVOTEL RJ S DUMONT,RIO DE JANEIR,N,4,7011.0,"HOTEIS, POUSADAS, ETC","NOVOTEL RJ S DUMONT HOTEIS, POUSADAS, ETC",0
21-8031038758,7011,PACIFIC SHORES INN,SAN DIEGO,N,2,7011.0,"HOTEIS, POUSADAS, ETC","PACIFIC SHORES INN HOTEIS, POUSADAS, ETC",0
1089708685,7011,IBIS IBIRAPUERA ACCOR,SAO PAULO,N,2,7011.0,"HOTEIS, POUSADAS, ETC","IBIS IBIRAPUERA ACCOR HOTEIS, POUSADAS, ETC",0
24086209,7011,COLONIAL HOTEL 6209,SALTA,S,1,7011.0,"HOTEIS, POUSADAS, ETC","COLONIAL HOTEL 6209 HOTEIS, POUSADAS, ETC",0
8689127801,7011,PROMENADE APART HOTEIS LT,RIO DE JANEIR,N,1,7011.0,"HOTEIS, POUSADAS, ETC","PROMENADE APART HOTEIS LT HOTEIS, POUSADAS, ETC",0
1016993509,7011,CASARAO HOTEL,BROTAS,N,2,7011.0,"HOTEIS, POUSADAS, ETC","CASARAO HOTEL HOTEIS, POUSADAS, ETC",0
8008716,7011,RIXOS RESIDENCE 1,BORJOMI,S,1,7011.0,"HOTEIS, POUSADAS, ETC","RIXOS RESIDENCE 1 HOTEIS, POUSADAS, ETC",0
1005866810,3579,MERCURE JARDINS,SAO PAULO,N,115,3579.0,HOTEL MERCURE,MERCURE JARDINS HOTEL MERCURE,0
9522795616,7011,HOTEL QUIRINALE,ROMA,N,2,7011.0,"HOTEIS, POUSADAS, ETC","HOTEL QUIRINALE HOTEIS, POUSADAS, ETC",0
1023534930,7011,RADISSON HOTEL ARACAJU,ARACAJU,N,28,7011.0,"HOTEIS, POUSADAS, ETC","RADISSON HOTEL ARACAJU HOTEIS, POUSADAS, ETC",0
1013652492,7011,POUSADA BOUGAINVILLE,SALVADOR,S,1,7011.0,"HOTEIS, POUSADAS, ETC","POUSADA BOUGAINVILLE HOTEIS, POUSADAS, ETC",0
19680201,7011,POUSADA JANEL MAR,ARMACAO DOS B,S,14,7011.0,"HOTEIS, POUSADAS, ETC","POUSADA JANEL MAR HOTEIS, POUSADAS, ETC",0
9760155044,7011,FAIRMONT THE PALM DUBAI D,DUBAI,N,2,7011.0,"HOTEIS, POUSADAS, ETC","FAIRMONT THE PALM DUBAI D HOTEIS, POUSADAS, ETC",0
5270880131,7011,FLAMINGO HOTEL LAS VEGAS,LAS VEGAS,N,18,7011.0,"HOTEIS, POUSADAS, ETC","FLAMINGO HOTEL LAS VEGAS HOTEIS, POUSADAS, ETC",0
103742,7011,SCANDINAVIA HOTEL,BRUXELLES,S,2,7011.0,"HOTEIS, POUSADAS, ETC","SCANDINAVIA HOTEL HOTEIS, POUSADAS, ETC",0
309348400004,7011,PORTA PISTINI RESIDEN,SIENA,N,1,7011.0,"HOTEIS, POUSADAS, ETC","PORTA PISTINI RESIDEN HOTEIS, POUSADAS, ETC",0
84386770,3533,IBIS STYLES BRUSSELS,BRUXELLES,N,1,3533.0,HOTEL IBIS,IBIS STYLES BRUSSELS HOTEL IBIS,0
372578351887,3640,HYATT REGENCY SAN FRANCI,SAN FRANCISCO,N,1,3640.0,HYATT HOTELS,HYATT REGENCY SAN FRANCI HYATT HOTELS,0
66732626,6513,PAGSEGUROUOL HOTSTAISA,SAODOMINGOSDO,S,1,6513.0,REAL ESTATE AGENTS,PAGSEGUROUOL HOTSTAISA REAL ESTATE AGENTS,0
8620423335,7011,POUSADA VIKING,ITATIAIA,S,2,7011.0,"HOTEIS, POUSADAS, ETC","POUSADA VIKING HOTEIS, POUSADAS, ETC",0
9990214876,7011,IBIS EST CENTRAL,SANTIAGO,S,1,7011.0,"HOTEIS, POUSADAS, ETC","IBIS EST CENTRAL HOTEIS, POUSADAS, ETC",0
8705858546,7011,PALMIER HOTEL,ITABORAI,S,1,7011.0,"HOTEIS, POUSADAS, ETC","PALMIER HOTEL HOTEIS, POUSADAS, ETC",0
28552059,7011,HOTEL REAL,GARANHUNS,N,1,7011.0,"HOTEIS, POUSADAS, ETC","HOTEL REAL HOTEIS, POUSADAS, ETC",0
117471095000000,7011,POUSADA IN GARDEN,TERESOPOLIS,N,3,7011.0,"HOTEIS, POUSADAS, ETC","POUSADA IN GARDEN HOTEIS, POUSADAS, ETC",0
1078969571,7011,BORBOLETA POUSADA E RE,ARACATI,N,3,7011.0,"HOTEIS, POUSADAS, ETC","BORBOLETA POUSADA E RE HOTEIS, POUSADAS, ETC",0
8679017202,7011,MINAS PRATA HOTEL LTDA,PIRAUBA,S,1,7011.0,"HOTEIS, POUSADAS, ETC","MINAS PRATA HOTEL LTDA HOTEIS, POUSADAS, ETC",0
2100171791,7011,JACKSON COURT HOTEL,DUBLIN,S,1,7011.0,"HOTEIS, POUSADAS, ETC","JACKSON COURT HOTEL HOTEIS, POUSADAS, ETC",0
9810103572,7011,METROPARK HOTEL CAUSEWAY,CAUSEWAY BAY,S,4,7011.0,"HOTEIS, POUSADAS, ETC","METROPARK HOTEL CAUSEWAY HOTEIS, POUSADAS, ETC",0
97522072,4722,PAGSEGUROUOL POUSADMIN,AGUASDESAOPED,S,1,4722.0,OPERADORES / AGENCIAS DE VIAGEM,PAGSEGUROUOL POUSADMIN OPERADORES / AGENCIAS DE VIAGEM,0
8730876893,7011,HOTEL BAHIA DO SOL,SALVADOR,S,9,7011.0,"HOTEIS, POUSADAS, ETC","HOTEL BAHIA DO SOL HOTEIS, POUSADAS, ETC",0
4301367,7011,HOSTEL REPUBLICA SERVI,RIO DE JANEIR,S,20,7011.0,"HOTEIS, POUSADAS, ETC","HOSTEL REPUBLICA SERVI HOTEIS, POUSADAS, ETC",0
4487870,7011,PHOTEL SRL,ROMA,N,7,7011.0,"HOTEIS, POUSADAS, ETC","PHOTEL SRL HOTEIS, POUSADAS, ETC",0
59224339,7011,POUSADA RECANTO DOS ING,SAO PAULO,N,1,7011.0,"HOTEIS, POUSADAS, ETC","POUSADA RECANTO DOS ING HOTEIS, POUSADAS, ETC",0
39926934900029,7011,HOTEL IBIS 4218595,PARIS 10,N,2,7011.0,"HOTEIS, POUSADAS, ETC","HOTEL IBIS 4218595 HOTEIS, POUSADAS, ETC",0
8708985635,7011,HOTEL ARAGUAIA,GOIAS,S,1,7011.0,"HOTEIS, POUSADAS, ETC","HOTEL ARAGUAIA HOTEIS, POUSADAS, ETC",0
597383001550830,3715,FAIRFIELD INN & SUITES,ORLANDO,N,2,3715.0,FAIRFIELD INNS,FAIRFIELD INN & SUITES FAIRFIELD INNS,0
9960022820,7011,POCITOS PLAZA HOTEL,MONTEVIDEO,S,2,7011.0,"HOTEIS, POUSADAS, ETC","POCITOS PLAZA HOTEL HOTEIS, POUSADAS, ETC",0
8079951,7011,CAFET HOTEL MONTER,MONTERREY NL,S,26,7011.0,"HOTEIS, POUSADAS, ETC","CAFET HOTEL MONTER HOTEIS, POUSADAS, ETC",0
23784083,7011,HOTEL NACIONAL INN,SOROCABA,N,7,7011.0,"HOTEIS, POUSADAS, ETC","HOTEL NACIONAL INN HOTEIS, POUSADAS, ETC",0
1033067145,7011,HOLLYWOOD PALACE HOTEL,APARECIDA,S,6,7011.0,"HOTEIS, POUSADAS, ETC","HOLLYWOOD PALACE HOTEL HOTEIS, POUSADAS, ETC",0
8707714713,7011,POUSADA PORTO FEL,ANTONINA,S,1,7011.0,"HOTEIS, POUSADAS, ETC","POUSADA PORTO FEL HOTEIS, POUSADAS, ETC",0
7372923,7011,HOTEL PLAZA,SALERNO,S,2,7011.0,"HOTEIS, POUSADAS, ETC","HOTEL PLAZA HOTEIS, POUSADAS, ETC",0
21-8031294666,3751,HOMEWOOD SUITES,619-8816800,N,1,3751.0,HOMEWOOD SUITES,HOMEWOOD SUITES HOMEWOOD SUITES,0
21210125,7011,SHANXI PEOPLE S HOTEL CO,XI'AN,S,1,7011.0,"HOTEIS, POUSADAS, ETC","SHANXI PEOPLE S HOTEL CO HOTEIS, POUSADAS, ETC",0
58208191500016,7011,PRINCE HOTEL,PARIS 01,S,1,7011.0,"HOTEIS, POUSADAS, ETC","PRINCE HOTEL HOTEIS, POUSADAS, ETC",0
596589401545277,3509,MARRIOTT HOTELS,POMPANO BEACH,N,2,3509.0,MARRIOTT HOTELS,MARRIOTT HOTELS MARRIOTT HOTELS,0
1073129095,7011,IBIS STYLES FARIA LIMA,SAO PAULO,S,133,7011.0,"HOTEIS, POUSADAS, ETC","IBIS STYLES FARIA LIMA HOTEIS, POUSADAS, ETC",0
40931269,7011,CHRISTIAN HOTEL,ITACOATIARA,S,1,7011.0,"HOTEIS, POUSADAS, ETC","CHRISTIAN HOTEL HOTEIS, POUSADAS, ETC",0
859148515177,7011,NIDERWALDNER HOF,BECKENRIED,S,1,7011.0,"HOTEIS, POUSADAS, ETC","NIDERWALDNER HOF HOTEIS, POUSADAS, ETC",0
8716578059,7011,HOTEL RECANTO DA,CABO FRIO,S,11,7011.0,"HOTEIS, POUSADAS, ETC","HOTEL RECANTO DA HOTEIS, POUSADAS, ETC",0
101000164422,7011,HOSTEL CIDADE BAIXA,PORTO ALEGRE,S,1,7011.0,"HOTEIS, POUSADAS, ETC","HOSTEL CIDADE BAIXA HOTEIS, POUSADAS, ETC",0
9723928248,7011,MELONOT REFAEL,TEL AVIV,N,2,7011.0,"HOTEIS, POUSADAS, ETC","MELONOT REFAEL HOTEIS, POUSADAS, ETC",0
24079758,7011,DEL QUE POUSADAS,ITACURUSSA,S,87,7011.0,"HOTEIS, POUSADAS, ETC","DEL QUE POUSADAS HOTEIS, POUSADAS, ETC",0
69927260,7011,CAMPOS ALTOS HOTEL LTDA,BELO HORIZONT,S,2,7011.0,"HOTEIS, POUSADAS, ETC","CAMPOS ALTOS HOTEL LTDA HOTEIS, POUSADAS, ETC",0
600026501567776,3740,TOWNEPLACE SUITES,BAY LAKE,N,5,3740.0,TOWNEPLACE SUITES,TOWNEPLACE SUITES TOWNEPLACE SUITES,0
4080058191,7011,HOTEL GEORGE,WASHINGTON,S,2,7011.0,"HOTEIS, POUSADAS, ETC","HOTEL GEORGE HOTEIS, POUSADAS, ETC",0
426187070997,7011,SHERATON STES PLANTATION,FORT LAUDERDA,N,3,7011.0,"HOTEIS, POUSADAS, ETC","SHERATON STES PLANTATION HOTEIS, POUSADAS, ETC",0
1097435510,7011,ORIENTAL HOTEL EIRELI,JOAO PESSOA,N,1,7011.0,"HOTEIS, POUSADAS, ETC","ORIENTAL HOTEL EIRELI HOTEIS, POUSADAS, ETC",0
713485,7011,POUSADA LAGOA DA PEDRA,MATA DE SAO J,S,2,7011.0,"HOTEIS, POUSADAS, ETC","POUSADA LAGOA DA PEDRA HOTEIS, POUSADAS, ETC",0
21-8031748414,3504,HILTON HOTELS,WASHINGTON,N,1,3504.0,HILTON HOTEL,HILTON HOTELS HILTON HOTEL,0
1017762330,7011,MACEIO ATLANTIC SUITES,MACEIO,N,1,7011.0,"HOTEIS, POUSADAS, ETC","MACEIO ATLANTIC SUITES HOTEIS, POUSADAS, ETC",0
9072184112,7011,POUSADA LUA CLARA,PARATI,S,1,7011.0,"HOTEIS, POUSADAS, ETC","POUSADA LUA CLARA HOTEIS, POUSADAS, ETC",0
69638741,5812,PAGSEGUROUOL HOT50,RIODEJANEIRO,N,4,5812.0,RESTAURANTES,PAGSEGUROUOL HOT50 RESTAURANTES,0
1026961790,3533,IBIS CURITIBA,SAO JOSE DOS,N,7,3533.0,HOTEL IBIS,IBIS CURITIBA HOTEL IBIS,0
9603271354,7011,THE CLUBHOUSE HOTEL,HIGHLAND,S,1,7011.0,"HOTEIS, POUSADAS, ETC","THE CLUBHOUSE HOTEL HOTEIS, POUSADAS, ETC",0
54599113,7011,HOTEL DUTRA,SINOP,S,1,7011.0,"HOTEIS, POUSADAS, ETC","HOTEL DUTRA HOTEIS, POUSADAS, ETC",0
8244,7011,SOLARIS HOTEIL,FORMOSA,S,3,7011.0,"HOTEIS, POUSADAS, ETC","SOLARIS HOTEIL HOTEIS, POUSADAS, ETC",0
4560869502,7011,SLAVIERO HOTEIS E TURI,CURITIBA,N,6,7011.0,"HOTEIS, POUSADAS, ETC","SLAVIERO HOTEIS E TURI HOTEIS, POUSADAS, ETC",0
2447050274940,7011,IBIS BAY-MIRAGE INT INC,KEY WEST,N,11,7011.0,"HOTEIS, POUSADAS, ETC","IBIS BAY-MIRAGE INT INC HOTEIS, POUSADAS, ETC",0
518089249714403,7011,BOWERY GRAND HOTEL CORP,NEW YORK,N,2,7011.0,"HOTEIS, POUSADAS, ETC","BOWERY GRAND HOTEL CORP HOTEIS, POUSADAS, ETC",0
1053408517,7011,REAL GARDEN HOTEL,BEBEDOURO,N,1,7011.0,"HOTEIS, POUSADAS, ETC","REAL GARDEN HOTEL HOTEIS, POUSADAS, ETC",0
11129640,7011,HOTEL RAPHAEL,ROMA,S,2,7011.0,"HOTEIS, POUSADAS, ETC","HOTEL RAPHAEL HOTEIS, POUSADAS, ETC",0
1242413,7011,HOTEL UNIVERSO,VENEZIA,N,2,7011.0,"HOTEIS, POUSADAS, ETC","HOTEL UNIVERSO HOTEIS, POUSADAS, ETC",0
34002808,7011,HEARTLAND HOTEL Q'TOWN,QUEENSTOWN,S,3,7011.0,"HOTEIS, POUSADAS, ETC","HEARTLAND HOTEL Q'TOWN HOTEIS, POUSADAS, ETC",0
9900113622,7011,HOTEL USHUAIA,USHUAIA,S,1,7011.0,"HOTEIS, POUSADAS, ETC","HOTEL USHUAIA HOTEIS, POUSADAS, ETC",0
650000009061568,7011,SIMPSON HOUSE INN,SANTA BARBARA,N,3,7011.0,"HOTEIS, POUSADAS, ETC","SIMPSON HOUSE INN HOTEIS, POUSADAS, ETC",0
38339757,7011,BITINGUI PRAIA HOTEL,JAPARATINGA,S,3,7011.0,"HOTEIS, POUSADAS, ETC","BITINGUI PRAIA HOTEL HOTEIS, POUSADAS, ETC",0
1015797935,7011,POUSADA ALEMA LTDA,SANTO ANTONIO,S,1,7011.0,"HOTEIS, POUSADAS, ETC","POUSADA ALEMA LTDA HOTEIS, POUSADAS, ETC",0
41140025704,7011,CITY CENTRE MOTOR HOTE,VANCOUVER,S,1,7011.0,"HOTEIS, POUSADAS, ETC","CITY CENTRE MOTOR HOTE HOTEIS, POUSADAS, ETC",0
9420294415,7011,IBIS LONDON HEATHROW,HAYES,N,3,7011.0,"HOTEIS, POUSADAS, ETC","IBIS LONDON HEATHROW HOTEIS, POUSADAS, ETC",0
9078496197,7011,POUSADA COSTA CORAI,MANGARATIBA,S,1,7011.0,"HOTEIS, POUSADAS, ETC","POUSADA COSTA CORAI HOTEIS, POUSADAS, ETC",0
66622000,8299,HOTA PARTICIPACOES,CURITIBA,S,1,8299.0,ESCOLAS E CURSOS EM GERAL,HOTA PARTICIPACOES ESCOLAS E CURSOS EM GERAL,0
534705880304456,7011,BRISTLECONE MOTEL,BIG PINE,N,3,7011.0,"HOTEIS, POUSADAS, ETC","BRISTLECONE MOTEL HOTEIS, POUSADAS, ETC",0
126677954,7011,BE LIVE HOTELS MARIVENT,PALMA DE MALL,S,1,7011.0,"HOTEIS, POUSADAS, ETC","BE LIVE HOTELS MARIVENT HOTEIS, POUSADAS, ETC",0
1052770034,7011,LH HOTEL LTDA,JATAI,S,1,7011.0,"HOTEIS, POUSADAS, ETC","LH HOTEL LTDA HOTEIS, POUSADAS, ETC",0
4563743349,7011,VILLAGE HOTEL LTDA,PONTA GROSSA,N,4,7011.0,"HOTEIS, POUSADAS, ETC","VILLAGE HOTEL LTDA HOTEIS, POUSADAS, ETC",0
9078477015,7011,POUSADA BELLA GERIB,ARMACAO DOS B,S,2,7011.0,"HOTEIS, POUSADAS, ETC","POUSADA BELLA GERIB HOTEIS, POUSADAS, ETC",0
8700034911,7011,CALHAU PRAIA HOTE,SAO LUIS,S,5,7011.0,"HOTEIS, POUSADAS, ETC","CALHAU PRAIA HOTE HOTEIS, POUSADAS, ETC",0
8490703774,7011,PORTO PREGUICAS RESORT,BARREIRINHAS,S,6,7011.0,"HOTEIS, POUSADAS, ETC","PORTO PREGUICAS RESORT HOTEIS, POUSADAS, ETC",0
4562807343,7011,POUSADA VARANDA DO SOL,PORTO SEGURO,N,1,7011.0,"HOTEIS, POUSADAS, ETC","POUSADA VARANDA DO SOL HOTEIS, POUSADAS, ETC",0
62116975,7011,POUSADA DO SOL,GAROPABA,S,2,7011.0,"HOTEIS, POUSADAS, ETC","POUSADA DO SOL HOTEIS, POUSADAS, ETC",0
5040106320,7011,HYATT HOTELS GRAND SFO,SAN FRANCISCO,S,1,7011.0,"HOTEIS, POUSADAS, ETC","HYATT HOTELS GRAND SFO HOTEIS, POUSADAS, ETC",0
6026522,7011,HOTEL ARCOBALENO,SIENA,S,1,7011.0,"HOTEIS, POUSADAS, ETC","HOTEL ARCOBALENO HOTEIS, POUSADAS, ETC",0
1076466262,7011,POUSADA DOS CONTOS,PARATI,S,3,7011.0,"HOTEIS, POUSADAS, ETC","POUSADA DOS CONTOS HOTEIS, POUSADAS, ETC",0
1031584908,7011,POUSADA PRESIDENTE,ARACATI,N,10,7011.0,"HOTEIS, POUSADAS, ETC","POUSADA PRESIDENTE HOTEIS, POUSADAS, ETC",0
1145490101,7011,HOTEL HARMONY,GENT,S,1,7011.0,"HOTEIS, POUSADAS, ETC","HOTEL HARMONY HOTEIS, POUSADAS, ETC",0
1099364750,7011,POUSADA NOVA ESPERAN,RAPOSO,S,1,7011.0,"HOTEIS, POUSADAS, ETC","POUSADA NOVA ESPERAN HOTEIS, POUSADAS, ETC",0
4080222045,7011,AVENUE SUITES,WASHINGTON,S,1,7011.0,"HOTEIS, POUSADAS, ETC","AVENUE SUITES HOTEIS, POUSADAS, ETC",0
1053561536,7011,PERGAMON HOTEL,SAO PAULO,N,49,7011.0,"HOTEIS, POUSADAS, ETC","PERGAMON HOTEL HOTEIS, POUSADAS, ETC",0
66872529,7011,QUINCA TEREIRO SUITES,ARMACAO DE BU,S,4,7011.0,"HOTEIS, POUSADAS, ETC","QUINCA TEREIRO SUITES HOTEIS, POUSADAS, ETC",0
844212100888,3665,HAMPTON INN SANTA MONICA,SANTA MONICA,N,1,3665.0,HAMPTON INNS,HAMPTON INN SANTA MONICA HAMPTON INNS,0
1056102630,7011,ALLIA HOTELS,BRASILIA,S,9,7011.0,"HOTEIS, POUSADAS, ETC","ALLIA HOTELS HOTEIS, POUSADAS, ETC",0
1009151972,7011,BEACH CLASS SUITES,RECIFE,S,18,7011.0,"HOTEIS, POUSADAS, ETC","BEACH CLASS SUITES HOTEIS, POUSADAS, ETC",0
1053374469,7011,POUSADA POR DO SOL,QUATIS,N,5,7011.0,"HOTEIS, POUSADAS, ETC","POUSADA POR DO SOL HOTEIS, POUSADAS, ETC",0
55207705900012,7011,PERFECT HOTEL,75009 PARIS,S,2,7011.0,"HOTEIS, POUSADAS, ETC","PERFECT HOTEL HOTEIS, POUSADAS, ETC",0
23638421,7011,HOTEL JOSE MORINI,MONTEVIDEO,N,1,7011.0,"HOTEIS, POUSADAS, ETC","HOTEL JOSE MORINI HOTEIS, POUSADAS, ETC",0
497213626888,3665,HAMPTON INN MIAMI BEACH,MIAMI BEACH,N,3,3665.0,HAMPTON INNS,HAMPTON INN MIAMI BEACH HAMPTON INNS,0
8708471933,7011,HOTEL ALE,NOVA FRIBURGO,S,2,7011.0,"HOTEIS, POUSADAS, ETC","HOTEL ALE HOTEIS, POUSADAS, ETC",0
28013574,7011,HOTEL MARIA ANGOLA,SANTIAGO,S,4,7011.0,"HOTEIS, POUSADAS, ETC","HOTEL MARIA ANGOLA HOTEIS, POUSADAS, ETC",0
1477405,7011,TURIM LISBOA HOTEL,LISBOA,N,1,7011.0,"HOTEIS, POUSADAS, ETC","TURIM LISBOA HOTEL HOTEIS, POUSADAS, ETC",0
8-8029450775,7011,COMFORT SUITES NORTH LAKE,TUCKER,N,2,7011.0,"HOTEIS, POUSADAS, ETC","COMFORT SUITES NORTH LAKE HOTEIS, POUSADAS, ETC",0
9561188897,7011,GRAN HOTEL INGLES,MADRID,N,4,7011.0,"HOTEIS, POUSADAS, ETC","GRAN HOTEL INGLES HOTEIS, POUSADAS, ETC",0
